"Name","Title","Type","Revision","Class","Lifecycle State","Scanned In","Checked Out?","Modified Date","Owner Name"
"SPE003806,D,3,0036H Megadyne Product Master Data Specification","0036H Megadyne Product Master Data Specification","Product Master Data Specification","D","Specification","Released"," ","NO","09/16/2020 10:20:52:056","Release"
"SPE003806,A,2,0036H Megadyne Product Master Data Specification","0036H Megadyne Product Master Data Specification","Product Master Data Specification","A","Specification","Released"," ","NO","09/16/2020 10:20:51:024","Release"
"SPE003806,B,2,0036H Megadyne Product Master Data Specification","0036H Megadyne Product Master Data Specification","Product Master Data Specification","B","Specification","Released"," ","NO","09/16/2020 10:20:50:774","Release"
"SPE003806,C,2,0036H Megadyne Product Master Data Specification","0036H Megadyne Product Master Data Specification","Product Master Data Specification","C","Specification","Released"," ","NO","09/16/2020 10:20:50:399","Release"
"SCN078643,A,3,Release new Mod code for Megadyne Electrosurgical Pencils","Release new Mod code for Megadyne Electrosurgical Pencils","ECR/ECP supportive documents","A","Scanned (Hardcopy) Item","Released"," ","NO","09/15/2020 09:08:32:129","Release"
"SCN075569,A,2,Update Megadyne Labeling per International Labeling Requirements (RA-DOC-018)","Update Megadyne Labeling per International Labeling Requirements (RA-DOC-018)","ECR/ECP supportive documents","A","Scanned (Hardcopy) Item","Released"," ","NO","08/14/2020 16:06:36:983","Release"





