"Name","Title","Type","Revision","Class","Lifecycle State","Scanned In","Checked Out?","Modified Date","Owner Name"
"SPE003804,D,3,0036 Megadyne Product Master Data Specification","0036 Megadyne Product Master Data Specification","Product Master Data Specification","D","Specification","Released"," ","NO","09/16/2020 10:20:51:978","Release"
"SPE003804,A,3,0036 Megadyne Product Master Data Specification","0036 Megadyne Product Master Data Specification","Product Master Data Specification","A","Specification","Released"," ","NO","09/16/2020 10:20:51:103","Release"
"SPE003804,B,2,0036 Megadyne Product Master Data Specification","0036 Megadyne Product Master Data Specification","Product Master Data Specification","B","Specification","Released"," ","NO","09/16/2020 10:20:50:853","Release"
"SPE003804,C,2,0036 Megadyne Product Master Data Specification","0036 Megadyne Product Master Data Specification","Product Master Data Specification","C","Specification","Released"," ","NO","09/16/2020 10:20:50:431","Release"
"SCN078643,A,3,Release new Mod code for Megadyne Electrosurgical Pencils","Release new Mod code for Megadyne Electrosurgical Pencils","ECR/ECP supportive documents","A","Scanned (Hardcopy) Item","Released"," ","NO","09/15/2020 09:08:32:129","Release"
"SCN073333,B,2,Update Megadyne Labeling per International Labeling Requirements (RA-DOC-018)","Update Megadyne Labeling per International Labeling Requirements (RA-DOC-018)","ECR/ECP supportive documents","B","Scanned (Hardcopy) Item","Released"," ","NO","09/10/2020 16:35:00:780","Release"
"SCN073333,A,5,Update Megadyne Labeling per International Labeling Requirements (RA-DOC-018)","Update Megadyne Labeling per International Labeling Requirements (RA-DOC-018)","ECR/ECP supportive documents","A","Scanned (Hardcopy) Item","Released"," ","NO","09/10/2020 16:34:59:968","Release"
"DR000850,A,1,Update Megadyne Product Labeling","Update Megadyne Product Labeling","PCO","A","Design Requirement","Released"," ","NO","09/10/2020 14:30:33:206","Release"
"SCN075569,A,2,Update Megadyne Labeling per International Labeling Requirements (RA-DOC-018)","Update Megadyne Labeling per International Labeling Requirements (RA-DOC-018)","ECR/ECP supportive documents","A","Scanned (Hardcopy) Item","Released"," ","NO","08/14/2020 16:06:36:983","Release"
"DR000762,A,2,Update Megadyne Product Labeling","Update Megadyne Product Labeling","PCO","A","Design Requirement","Released"," ","NO","07/21/2020 10:42:06:602","Release"





