"Name","Title","Type","Revision","Class","Lifecycle State","Scanned In","Checked Out?","Modified Date","Owner Name"
"CA081262,B,3,Housing, Megatip Tool Refurbishment","Housing, Megatip Tool Refurbishment","Supplier Process Change","B","Component Approval Document","Released"," ","NO","09/04/2020 16:23:27:307","Release"
"SPE003882,C,2,0618 Megadyne Product Master Data Specification","0618 Megadyne Product Master Data Specification","Product Master Data Specification","C","Specification","Released"," ","NO","08/25/2020 16:28:12:793","Release"
"SPE003882,A,3,0618 Megadyne Product Master Data Specification","0618 Megadyne Product Master Data Specification","Product Master Data Specification","A","Specification","Released"," ","NO","08/25/2020 16:28:10:730","Release"
"SPE003882,B,2,0618 Megadyne Product Master Data Specification","0618 Megadyne Product Master Data Specification","Product Master Data Specification","B","Specification","Released"," ","NO","08/25/2020 16:28:10:511","Release"
"DR000786,A,1,Update Megadyne Product Labeling","Update Megadyne Product Labeling","PCO","A","Design Requirement","Released"," ","NO","07/01/2020 12:38:34:415","Release"
"SCN075188,A,3,Update Megadyne Labeling per International Labeling Requirements (RA-DOC-028 & RA-DOC-029)","Update Megadyne Labeling per International Labeling Requirements (RA-DOC-028 & RA-DOC-029)","ECR/ECP supportive documents","A","Scanned (Hardcopy) Item","Released"," ","NO","04/22/2020 15:38:11:558","Release"





